x,y,val
-1.95,1.45,-0.0054195
-1.95,1.5,-0.00463914
-1.95,1.55,-0.00402085
-1.95,1.6,-0.00340256
-1.95,1.65,-0.00292437
-1.95,1.7,-0.00244618
-1.95,1.75,-0.00208499
-1.95,1.8,-0.00172379
-1.95,1.85,-0.00145724
-1.95,1.9,-0.00119068
-1.95,1.95,-0.000998423
-1.9,-2,-0.000941397
-1.9,-1.95,-0.00116591
-1.9,-1.9,-0.00139042
-1.9,-1.85,-0.0017017
-1.9,-1.8,-0.00201297
-1.9,-1.75,-0.00243475
-1.9,-1.7,-0.00285653
-1.9,-1.65,-0.00341494
-1.9,-1.6,-0.00397335
-1.9,-1.55,-0.00469536
-1.9,-1.5,-0.00541736
-1.9,-1.45,-0.00632864
-1.9,-1.4,-0.00723991
-1.9,-1.35,-0.00836197
-1.9,-1.3,-0.00948403
-1.9,-1.25,-0.0108309
-1.9,-1.2,-0.0121777
-1.9,-1.15,-0.0137523
-1.9,-1.1,-0.0153269
-1.9,-1.05,-0.0171177
-1.9,-1,-0.0189085
-1.9,-0.95,-0.0208867
-1.9,-0.9,-0.022865
-1.9,-0.85,-0.0249835
-1.9,-0.8,-0.027102
-1.9,-0.75,-0.0292951
-1.9,-0.7,-0.0314881
-1.9,-0.65,-0.0336738
-1.9,-0.6,-0.0358595
-1.9,-0.55,-0.0379444
-1.9,-0.5,-0.0400292
-1.9,-0.45,-0.0419141
-1.9,-0.4,-0.0437989
-1.9,-0.35,-0.0453868
-1.9,-0.3,-0.0469747
-1.9,-0.25,-0.0481789
-1.9,-0.2,-0.0493831
-1.9,-0.15,-0.0501351
-1.9,-0.1,-0.0508871
-1.9,-0.05,-0.0511428
-1.9,1.20737e-15,-0.0513985
-1.9,0.05,-0.0511428
-1.9,0.1,-0.0508871
-1.9,0.15,-0.0501351
-1.9,0.2,-0.0493831
-1.9,0.25,-0.0481789
-1.9,0.3,-0.0469747
-1.9,0.35,-0.0453868
-1.9,0.4,-0.0437989
-1.9,0.45,-0.0419141
-1.9,0.5,-0.0400292
-1.9,0.55,-0.0379444
-1.9,0.6,-0.0358595
-1.9,0.65,-0.0336738
-1.9,0.7,-0.0314881
-1.9,0.75,-0.0292951
-1.9,0.8,-0.027102
-1.9,0.85,-0.0249835
-1.9,0.9,-0.022865
-1.9,0.95,-0.0208867
-1.9,1,-0.0189085
-1.9,1.05,-0.0171177
-1.9,1.1,-0.0153269
-1.9,1.15,-0.0137523
-1.9,1.2,-0.0121777
-1.9,1.25,-0.0108309
-1.9,1.3,-0.00948403
-1.9,1.35,-0.00836197
-1.9,1.4,-0.00723991
-1.9,1.45,-0.00632864
-1.9,1.5,-0.00541736
-1.9,1.55,-0.00469536
-1.9,1.6,-0.00397335
-1.9,1.65,-0.00341494
-1.9,1.7,-0.00285653
-1.9,1.75,-0.00243475
-1.9,1.8,-0.00201297
-1.9,1.85,-0.0017017
-1.9,1.9,-0.00139042
-1.9,1.95,-0.00116591
-1.85,-2,-0.00116591
-1.85,-1.95,-0.0013825
-1.85,-1.9,-0.0017017
-1.85,-1.85,-0.00201782
-1.85,-1.8,-0.00243475
-1.85,-1.75,-0.00288705
-1.85,-1.7,-0.00341494
-1.85,-1.65,-0.00404933
-1.85,-1.6,-0.00469536
-1.85,-1.55,-0.00556761
-1.85,-1.5,-0.00632864
-1.85,-1.45,-0.0075043
-1.85,-1.4,-0.00836197
-1.85,-1.35,-0.00991537
-1.85,-1.3,-0.0108309
-1.85,-1.25,-0.0128429
-1.85,-1.2,-0.0137523
-1.85,-1.15,-0.0163071
-1.85,-1.1,-0.0171177
-1.85,-1.05,-0.0202976
-1.85,-1,-0.0224211
-1.85,-0.95,-0.0247669
-1.85,-0.9,-0.0271127
-1.85,-0.85,-0.0296247
-1.85,-0.8,-0.0321368
-1.85,-0.75,-0.0347372
-1.85,-0.7,-0.0373376
-1.85,-0.65,-0.0399294
-1.85,-0.6,-0.0425211
-1.85,-0.55,-0.0449932
-1.85,-0.5,-0.0474654
-1.85,-0.45,-0.0497004
-1.85,-0.4,-0.0519354
-1.85,-0.35,-0.0538183
-1.85,-0.3,-0.0557011
-1.85,-0.25,-0.0571291
-1.85,-0.2,-0.058557
-1.85,-0.15,-0.0594487
-1.85,-0.1,-0.0603403
-1.85,-0.05,-0.0606435
-1.85,1.20737e-15,-0.0609468
-1.85,0.05,-0.0606435
-1.85,0.1,-0.0603403
-1.85,0.15,-0.0594487
-1.85,0.2,-0.058557
-1.85,0.25,-0.0571291
-1.85,0.3,-0.0557011
-1.85,0.35,-0.0538183
-1.85,0.4,-0.0519354
-1.85,0.45,-0.0497004
-1.85,0.5,-0.0474654
-1.85,0.55,-0.0449932
-1.85,0.6,-0.0425211
-1.85,0.65,-0.0399294
-1.85,0.7,-0.0373376
-1.85,0.75,-0.0347372
-1.85,0.8,-0.0321368
-1.85,0.85,-0.0296247
-1.85,0.9,-0.0271127
-1.85,0.95,-0.0247669
-1.85,1,-0.0224211
-1.85,1.05,-0.0202976
-1.85,1.1,-0.0181742
-1.85,1.15,-0.0163071
-1.85,1.2,-0.01444
-1.85,1.25,-0.0128429
-1.85,1.3,-0.0112459
-1.85,1.35,-0.00991537
-1.85,1.4,-0.00858486
-1.85,1.45,-0.0075043
-1.85,1.5,-0.00642374
-1.85,1.55,-0.00556761
-1.85,1.6,-0.00471147
-1.85,1.65,-0.00404933
-1.85,1.7,-0.00338719
-1.85,1.75,-0.00288705
-1.85,1.8,-0.00238691
-1.85,1.85,-0.00201782
-1.85,1.9,-0.00164872
-1.85,1.95,-0.0013825
-1.8,-2,-0.00129116
-1.8,-1.95,-0.00159909
-1.8,-1.9,-0.00190702
-1.8,-1.85,-0.00233394
-1.8,-1.8,-0.00276086
-1.8,-1.75,-0.00333935
-1.8,-1.7,-0.00391785
-1.8,-1.65,-0.00468372
-1.8,-1.6,-0.0054496
-1.8,-1.55,-0.00643986
-1.8,-1.5,-0.00743012
-1.8,-1.45,-0.00867997
-1.8,-1.4,-0.00992982
-1.8,-1.35,-0.0114688
-1.8,-1.3,-0.0130077
-1.8,-1.25,-0.014855
-1.8,-1.2,-0.0167022
-1.8,-1.15,-0.0188618
-1.8,-1.1,-0.0210214
-1.8,-1.05,-0.0234775
-1.8,-1,-0.0259337
-1.8,-0.95,-0.028647
-1.8,-0.9,-0.0313603
-1.8,-0.85,-0.0342659
-1.8,-0.8,-0.0371715
-1.8,-0.75,-0.0401793
-1.8,-0.7,-0.0431871
-1.8,-0.65,-0.0461849
-1.8,-0.6,-0.0491827
-1.8,-0.55,-0.0520421
-1.8,-0.5,-0.0549016
-1.8,-0.45,-0.0574867
-1.8,-0.4,-0.0600719
-1.8,-0.35,-0.0622497
-1.8,-0.3,-0.0644276
-1.8,-0.25,-0.0660792
-1.8,-0.2,-0.0677309
-1.8,-0.15,-0.0687622
-1.8,-0.1,-0.0697936
-1.8,-0.05,-0.0701443
-1.8,1.20737e-15,-0.070495
-1.8,0.05,-0.0701443
-1.8,0.1,-0.0697936
-1.8,0.15,-0.0687622
-1.8,0.2,-0.0677309
-1.8,0.25,-0.0660792
-1.8,0.3,-0.0644276
-1.8,0.35,-0.0622497
-1.8,0.4,-0.0600719
-1.8,0.45,-0.0574867
-1.8,0.5,-0.0549016
-1.8,0.55,-0.0520421
-1.8,0.6,-0.0491827
-1.8,0.65,-0.0461849
-1.8,0.7,-0.0431871
-1.8,0.75,-0.0401793
-1.8,0.8,-0.0371715
-1.8,0.85,-0.0342659
-1.8,0.9,-0.0313603
-1.8,0.95,-0.028647
-1.8,1,-0.0259337
-1.8,1.05,-0.0234775
-1.8,1.1,-0.0210214
-1.8,1.15,-0.0188618
-1.8,1.2,-0.0167022
-1.8,1.25,-0.014855
-1.8,1.3,-0.0130077
-1.8,1.35,-0.0114688
-1.8,1.4,-0.00992982
-1.8,1.45,-0.00867997
-1.8,1.5,-0.00743012
-1.8,1.55,-0.00643986
-1.8,1.6,-0.0054496
-1.8,1.65,-0.00468372
-1.8,1.7,-0.00391785
-1.8,1.75,-0.00333935
-1.8,1.8,-0.00276086
-1.8,1.85,-0.00233394
-1.8,1.9,-0.00190702
-1.8,1.95,-0.00159909
-1.75,-2,-0.00159909
-1.75,-1.95,-0.00187112
-1.75,-1.9,-0.00233394
-1.75,-1.85,-0.00273098
-1.75,-1.8,-0.00333935
-1.75,-1.75,-0.00390743
-1.75,-1.7,-0.00468372
-1.75,-1.65,-0.00548049
-1.75,-1.6,-0.00643986
-1.75,-1.55,-0.00753538
-1.75,-1.5,-0.00867997
-1.75,-1.45,-0.0101566
-1.75,-1.4,-0.0114688
-1.75,-1.35,-0.0134198
-1.75,-1.3,-0.014855
-1.75,-1.25,-0.017382
-1.75,-1.2,-0.0188618
-1.75,-1.15,-0.0220705
-1.75,-1.1,-0.0234775
-1.75,-1.05,-0.0274714
-1.75,-1,-0.0303454
-1.75,-0.95,-0.0335203
-1.75,-0.9,-0.0366951
-1.75,-0.85,-0.040095
-1.75,-0.8,-0.0434949
-1.75,-0.75,-0.0470144
-1.75,-0.7,-0.0505339
-1.75,-0.65,-0.0540417
-1.75,-0.6,-0.0575494
-1.75,-0.55,-0.0608953
-1.75,-0.5,-0.0642412
-1.75,-0.45,-0.0672661
-1.75,-0.4,-0.070291
-1.75,-0.35,-0.0728394
-1.75,-0.3,-0.0753877
-1.75,-0.25,-0.0773203
-1.75,-0.2,-0.0792529
-1.75,-0.15,-0.0804597
-1.75,-0.1,-0.0816665
-1.75,-0.05,-0.0820769
-1.75,1.20737e-15,-0.0824873
-1.75,0.05,-0.0820769
-1.75,0.1,-0.0816665
-1.75,0.15,-0.0804597
-1.75,0.2,-0.0792529
-1.75,0.25,-0.0773203
-1.75,0.3,-0.0753877
-1.75,0.35,-0.0728394
-1.75,0.4,-0.070291
-1.75,0.45,-0.0672661
-1.75,0.5,-0.0642412
-1.75,0.55,-0.0608953
-1.75,0.6,-0.0575494
-1.75,0.65,-0.0540417
-1.75,0.7,-0.0505339
-1.75,0.75,-0.0470144
-1.75,0.8,-0.0434949
-1.75,0.85,-0.040095
-1.75,0.9,-0.0366951
-1.75,0.95,-0.0335203
-1.75,1,-0.0303454
-1.75,1.05,-0.0274714
-1.75,1.1,-0.0245975
-1.75,1.15,-0.0220705
-1.75,1.2,-0.0195435
-1.75,1.25,-0.017382
-1.75,1.3,-0.0152205
-1.75,1.35,-0.0134198
-1.75,1.4,-0.011619
-1.75,1.45,-0.0101566
-1.75,1.5,-0.0086941
-1.75,1.55,-0.00753538
-1.75,1.6,-0.00637666
-1.75,1.65,-0.00548049
-1.75,1.7,-0.00458433
-1.75,1.75,-0.00390743
-1.75,1.8,-0.00323052
-1.75,1.85,-0.00273098
-1.75,1.9,-0.00223143
-1.75,1.95,-0.00187112
-1.7,-2,-0.00173045
-1.7,-1.95,-0.00214315
-1.7,-1.9,-0.00255585
-1.7,-1.85,-0.00312802
-1.7,-1.8,-0.00370019
-1.7,-1.75,-0.0044755
-1.7,-1.7,-0.00525082
-1.7,-1.65,-0.00627727
-1.7,-1.6,-0.00730372
-1.7,-1.55,-0.0086309
-1.7,-1.5,-0.00995807
-1.7,-1.45,-0.0116332
-1.7,-1.4,-0.0133082
-1.7,-1.35,-0.0153708
-1.7,-1.3,-0.0174333
-1.7,-1.25,-0.0199091
-1.7,-1.2,-0.0223848
-1.7,-1.15,-0.0252792
-1.7,-1.1,-0.0281735
-1.7,-1.05,-0.0314653
-1.7,-1,-0.0347571
-1.7,-0.95,-0.0383935
-1.7,-0.9,-0.04203
-1.7,-0.85,-0.0459242
-1.7,-0.8,-0.0498184
-1.7,-0.75,-0.0538495
-1.7,-0.7,-0.0578807
-1.7,-0.65,-0.0618984
-1.7,-0.6,-0.0659162
-1.7,-0.55,-0.0697485
-1.7,-0.5,-0.0735808
-1.7,-0.45,-0.0770455
-1.7,-0.4,-0.0805102
-1.7,-0.35,-0.083429
-1.7,-0.3,-0.0863478
-1.7,-0.25,-0.0885614
-1.7,-0.2,-0.090775
-1.7,-0.15,-0.0921572
-1.7,-0.1,-0.0935395
-1.7,-0.05,-0.0940095
-1.7,1.20737e-15,-0.0944796
-1.7,0.05,-0.0940095
-1.7,0.1,-0.0935395
-1.7,0.15,-0.0921572
-1.7,0.2,-0.090775
-1.7,0.25,-0.0885614
-1.7,0.3,-0.0863478
-1.7,0.35,-0.083429
-1.7,0.4,-0.0805102
-1.7,0.45,-0.0770455
-1.7,0.5,-0.0735808
-1.7,0.55,-0.0697485
-1.7,0.6,-0.0659162
-1.7,0.65,-0.0618984
-1.7,0.7,-0.0578807
-1.7,0.75,-0.0538495
-1.7,0.8,-0.0498184
-1.7,0.85,-0.0459242
-1.7,0.9,-0.04203
-1.7,0.95,-0.0383935
-1.7,1,-0.0347571
-1.7,1.05,-0.0314653
-1.7,1.1,-0.0281735
-1.7,1.15,-0.0252792
-1.7,1.2,-0.0223848
-1.7,1.25,-0.0199091
-1.7,1.3,-0.0174333
-1.7,1.35,-0.0153708
-1.7,1.4,-0.0133082
-1.7,1.45,-0.0116332
-1.7,1.5,-0.00995807
-1.7,1.55,-0.0086309
-1.7,1.6,-0.00730372
-1.7,1.65,-0.00627727
-1.7,1.7,-0.00525082
-1.7,1.75,-0.0044755
-1.7,1.8,-0.00370019
-1.7,1.85,-0.00312802
-1.7,1.9,-0.00255585
-1.7,1.95,-0.00214315
-1.65,-2,-0.00214315
-1.65,-1.95,-0.00247442
-1.65,-1.9,-0.00312802
-1.65,-1.85,-0.00361152
-1.65,-1.8,-0.0044755
-1.65,-1.75,-0.00516729
-1.65,-1.7,-0.00627727
-1.65,-1.65,-0.00724756
-1.65,-1.6,-0.0086309
-1.65,-1.55,-0.009965
-1.65,-1.5,-0.0116332
-1.65,-1.45,-0.0134313
-1.65,-1.4,-0.0153708
-1.65,-1.35,-0.0177467
-1.65,-1.3,-0.0199091
-1.65,-1.25,-0.0229865
-1.65,-1.2,-0.0252792
-1.65,-1.15,-0.0291867
-1.65,-1.1,-0.0314653
-1.65,-1.05,-0.036329
-1.65,-1,-0.0401296
-1.65,-0.95,-0.0443282
-1.65,-0.9,-0.0485267
-1.65,-0.85,-0.0530228
-1.65,-0.8,-0.0575189
-1.65,-0.75,-0.0621732
-1.65,-0.7,-0.0668275
-1.65,-0.65,-0.0714663
-1.65,-0.6,-0.076105
-1.65,-0.55,-0.0805297
-1.65,-0.5,-0.0849544
-1.65,-0.45,-0.0889546
-1.65,-0.4,-0.0929549
-1.65,-0.35,-0.0963249
-1.65,-0.3,-0.0996949
-1.65,-0.25,-0.102251
-1.65,-0.2,-0.104806
-1.65,-0.15,-0.106402
-1.65,-0.1,-0.107998
-1.65,-0.05,-0.108541
-1.65,1.20737e-15,-0.109084
-1.65,0.05,-0.108541
-1.65,0.1,-0.107998
-1.65,0.15,-0.106402
-1.65,0.2,-0.104806
-1.65,0.25,-0.102251
-1.65,0.3,-0.0996949
-1.65,0.35,-0.0963249
-1.65,0.4,-0.0929549
-1.65,0.45,-0.0889546
-1.65,0.5,-0.0849544
-1.65,0.55,-0.0805297
-1.65,0.6,-0.076105
-1.65,0.65,-0.0714663
-1.65,0.7,-0.0668275
-1.65,0.75,-0.0621732
-1.65,0.8,-0.0575189
-1.65,0.85,-0.0530228
-1.65,0.9,-0.0485267
-1.65,0.95,-0.0443282
-1.65,1,-0.0401296
-1.65,1.05,-0.036329
-1.65,1.1,-0.0325284
-1.65,1.15,-0.0291867
-1.65,1.2,-0.0258449
-1.65,1.25,-0.0229865
-1.65,1.3,-0.020128
-1.65,1.35,-0.0177467
-1.65,1.4,-0.0153653
-1.65,1.45,-0.0134313
-1.65,1.5,-0.0114973
-1.65,1.55,-0.009965
-1.65,1.6,-0.00843268
-1.65,1.65,-0.00724756
-1.65,1.7,-0.00606245
-1.65,1.75,-0.00516729
-1.65,1.8,-0.00427214
-1.65,1.85,-0.00361152
-1.65,1.9,-0.00295091
-1.65,1.95,-0.00247442
-1.6,-2,-0.00226542
-1.6,-1.95,-0.0028057
-1.6,-1.9,-0.00334598
-1.6,-1.85,-0.00409503
-1.6,-1.8,-0.00484409
-1.6,-1.75,-0.00585909
-1.6,-1.7,-0.00687409
-1.6,-1.65,-0.00821786
-1.6,-1.6,-0.00956164
-1.6,-1.55,-0.0112991
-1.6,-1.5,-0.0130366
-1.6,-1.45,-0.0152295
-1.6,-1.4,-0.0174224
-1.6,-1.35,-0.0201226
-1.6,-1.3,-0.0228228
-1.6,-1.25,-0.0260639
-1.6,-1.2,-0.029305
-1.6,-1.15,-0.0330942
-1.6,-1.1,-0.0368833
-1.6,-1.05,-0.0411927
-1.6,-1,-0.0455021
-1.6,-0.95,-0.0502628
-1.6,-0.9,-0.0550234
-1.6,-0.85,-0.0601215
-1.6,-0.8,-0.0652195
-1.6,-0.75,-0.0704969
-1.6,-0.7,-0.0757743
-1.6,-0.65,-0.0810341
-1.6,-0.6,-0.0862939
-1.6,-0.55,-0.0913109
-1.6,-0.5,-0.096328
-1.6,-0.45,-0.100864
-1.6,-0.4,-0.1054
-1.6,-0.35,-0.109221
-1.6,-0.3,-0.113042
-1.6,-0.25,-0.11594
-1.6,-0.2,-0.118838
-1.6,-0.15,-0.120647
-1.6,-0.1,-0.122457
-1.6,-0.05,-0.123072
-1.6,1.20737e-15,-0.123688
-1.6,0.05,-0.123072
-1.6,0.1,-0.122457
-1.6,0.15,-0.120647
-1.6,0.2,-0.118838
-1.6,0.25,-0.11594
-1.6,0.3,-0.113042
-1.6,0.35,-0.109221
-1.6,0.4,-0.1054
-1.6,0.45,-0.100864
-1.6,0.5,-0.096328
-1.6,0.55,-0.0913109
-1.6,0.6,-0.0862939
-1.6,0.65,-0.0810341
-1.6,0.7,-0.0757743
-1.6,0.75,-0.0704969
-1.6,0.8,-0.0652195
-1.6,0.85,-0.0601215
-1.6,0.9,-0.0550234
-1.6,0.95,-0.0502628
-1.6,1,-0.0455021
-1.6,1.05,-0.0411927
-1.6,1.1,-0.0368833
-1.6,1.15,-0.0330942
-1.6,1.2,-0.029305
-1.6,1.25,-0.0260639
-1.6,1.3,-0.0228228
-1.6,1.35,-0.0201226
-1.6,1.4,-0.0174224
-1.6,1.45,-0.0152295
-1.6,1.5,-0.0130366
-1.6,1.55,-0.0112991
-1.6,1.6,-0.00956164
-1.6,1.65,-0.00821786
-1.6,1.7,-0.00687409
-1.6,1.75,-0.00585909
-1.6,1.8,-0.00484409
-1.6,1.85,-0.00409503
-1.6,1.9,-0.00334598
-1.6,1.95,-0.0028057
-1.55,-2,-0.0028057
-1.55,-1.95,-0.00319599
-1.55,-1.9,-0.00409503
-1.55,-1.85,-0.00466467
-1.55,-1.8,-0.00585909
-1.55,-1.75,-0.00667412
-1.55,-1.7,-0.00821786
-1.55,-1.65,-0.00936101
-1.55,-1.6,-0.0112991
-1.55,-1.55,-0.0128709
-1.55,-1.5,-0.0152295
-1.55,-1.45,-0.017348
-1.55,-1.4,-0.0201226
-1.55,-1.35,-0.0229218
-1.55,-1.3,-0.0260639
-1.55,-1.25,-0.0296895
-1.55,-1.2,-0.0330942
-1.55,-1.15,-0.0376977
-1.55,-1.1,-0.0411927
-1.55,-1.05,-0.0469228
-1.55,-1,-0.0518317
-1.55,-0.95,-0.0572546
-1.55,-0.9,-0.0626775
-1.55,-0.85,-0.0684847
-1.55,-0.8,-0.0742919
-1.55,-0.75,-0.0803034
-1.55,-0.7,-0.0863149
-1.55,-0.65,-0.0923064
-1.55,-0.6,-0.0982979
-1.55,-0.55,-0.104013
-1.55,-0.5,-0.109728
-1.55,-0.45,-0.114895
-1.55,-0.4,-0.120061
-1.55,-0.35,-0.124414
-1.55,-0.3,-0.128767
-1.55,-0.25,-0.132068
-1.55,-0.2,-0.135369
-1.55,-0.15,-0.13743
-1.55,-0.1,-0.139491
-1.55,-0.05,-0.140192
-1.55,1.20737e-15,-0.140893
-1.55,0.05,-0.140192
-1.55,0.1,-0.139491
-1.55,0.15,-0.13743
-1.55,0.2,-0.135369
-1.55,0.25,-0.132068
-1.55,0.3,-0.128767
-1.55,0.35,-0.124414
-1.55,0.4,-0.120061
-1.55,0.45,-0.114895
-1.55,0.5,-0.109728
-1.55,0.55,-0.104013
-1.55,0.6,-0.0982979
-1.55,0.65,-0.0923064
-1.55,0.7,-0.0863149
-1.55,0.75,-0.0803034
-1.55,0.8,-0.0742919
-1.55,0.85,-0.0684847
-1.55,0.9,-0.0626775
-1.55,0.95,-0.0572546
-1.55,1,-0.0518317
-1.55,1.05,-0.0469228
-1.55,1.1,-0.042014
-1.55,1.15,-0.0376977
-1.55,1.2,-0.0333815
-1.55,1.25,-0.0296895
-1.55,1.3,-0.0259975
-1.55,1.35,-0.0229218
-1.55,1.4,-0.019846
-1.55,1.45,-0.017348
-1.55,1.5,-0.01485
-1.55,1.55,-0.0128709
-1.55,1.6,-0.0108917
-1.55,1.65,-0.00936101
-1.55,1.7,-0.00783031
-1.55,1.75,-0.00667412
-1.55,1.8,-0.00551793
-1.55,1.85,-0.00466467
-1.55,1.9,-0.00381142
-1.55,1.95,-0.00319599
-1.5,-2,-0.00289568
-1.5,-1.95,-0.00358627
-1.5,-1.9,-0.00427687
-1.5,-1.85,-0.00523432
-1.5,-1.8,-0.00619177
-1.5,-1.75,-0.00748915
-1.5,-1.7,-0.00878653
-1.5,-1.65,-0.0105042
-1.5,-1.6,-0.0122218
-1.5,-1.55,-0.0144426
-1.5,-1.5,-0.0166635
-1.5,-1.45,-0.0194665
-1.5,-1.4,-0.0222696
-1.5,-1.35,-0.0257209
-1.5,-1.3,-0.0291723
-1.5,-1.25,-0.0333152
-1.5,-1.2,-0.037458
-1.5,-1.15,-0.0423013
-1.5,-1.1,-0.0471446
-1.5,-1.05,-0.052653
-1.5,-1,-0.0581613
-1.5,-0.95,-0.0642464
-1.5,-0.9,-0.0703315
-1.5,-0.85,-0.0768479
-1.5,-0.8,-0.0833643
-1.5,-0.75,-0.0901099
-1.5,-0.7,-0.0968555
-1.5,-0.65,-0.103579
-1.5,-0.6,-0.110302
-1.5,-0.55,-0.116715
-1.5,-0.5,-0.123127
-1.5,-0.45,-0.128925
-1.5,-0.4,-0.134723
-1.5,-0.35,-0.139607
-1.5,-0.3,-0.144491
-1.5,-0.25,-0.148196
-1.5,-0.2,-0.1519
-1.5,-0.15,-0.154213
-1.5,-0.1,-0.156526
-1.5,-0.05,-0.157312
-1.5,1.20737e-15,-0.158099
-1.5,0.05,-0.157312
-1.5,0.1,-0.156526
-1.5,0.15,-0.154213
-1.5,0.2,-0.1519
-1.5,0.25,-0.148196
-1.5,0.3,-0.144491
-1.5,0.35,-0.139607
-1.5,0.4,-0.134723
-1.5,0.45,-0.128925
-1.5,0.5,-0.123127
-1.5,0.55,-0.116715
-1.5,0.6,-0.110302
-1.5,0.65,-0.103579
-1.5,0.7,-0.0968555
-1.5,0.75,-0.0901099
-1.5,0.8,-0.0833643
-1.5,0.85,-0.0768479
-1.5,0.9,-0.0703315
-1.5,0.95,-0.0642464
-1.5,1,-0.0581613
-1.5,1.05,-0.052653
-1.5,1.1,-0.0471446
-1.5,1.15,-0.0423013
-1.5,1.2,-0.037458
-1.5,1.25,-0.0333152
